1543284138,242000000
1543287750,239000000
1543291320,234000000
1543294936,290000000
1543298513,295000000
1543302079,203000000
1543305699,269000000
1543309279,263000000
1543312885,250000000
1543316472,276000000
1543320119,216000000
1543323681,277000000
1543327275,316000000
1543330880,250000000
1543334496,233000000
1543338084,231000000
1543341685,248000000
1543345280,257000000
1543348879,236000000
1543352510,271000000
1543356093,260000000
1543359681,276000000
1543363469,253000000
1543366872,243000000
1543370520,239000000
1543374127,262000000
1543377719,255000000
1543381331,235000000
1543384876,232000000
1543388532,337000000
1543392116,267000000
1543395705,271000000
1543399294,257000000
1543402884,275000000
1543406477,238000000
1543410083,249000000
1543413681,263000000
1543417279,226000000
1543420877,237000000
1543424479,258000000
1543428080,250000000
1543431689,255000000
1543435278,290000000
1543438908,257000000
1543442487,254000000
1543446100,254000000
1543449748,227000000
1543453342,281000000
1543456924,246000000
1543460539,223000000
1543464121,258000000
1543467711,260000000
1543471291,225000000
1543474909,234000000
1543478520,243000000
1543482086,270000000
1543485671,279000000
1543489274,240000000
1543492884,284000000
1543496490,239000000
1543500102,245000000
1543503682,252000000
1543507277,243000000
1543510877,209000000
1543514502,251000000
1543518082,263000000
1543521683,257000000
1543525277,289000000
1543528891,282000000
