1543239540,2344753.258437
1543240847,2310178.378863
1543244445,2330223.521645
1543248046,2390330.331820
1543251647,2240261.742149
1543255278,2240232.450023
1543258848,2376696.590630
1543262447,2252534.259047
1543265183,2264014.955933
1543265518,2275859.752660
1543266050,2330245.498873
1543269698,2405991.168757
1543273288,2278365.610011
1543276920,2263894.032189
1543280517,2266267.023491
1543284117,2244919.169770
1543287724,2286651.725828
1543291299,2266267.023491
1543294915,2278293.761218
1543298490,2203422.313484
1543302054,2422469.886988
1543305675,2440656.507610
1543309259,2304481.980309
1543312860,2249625.540593
1543316450,2290453.931083
1543320098,2244919.169770
1543323661,2273446.327684
1543327255,2280902.944055
1543330855,2292971.714266
1543334475,2261530.990536
1543338063,2242566.015321
1543341663,2210626.248225
1543345255,2266246.807195
1543348858,2228612.836439
1543352490,2233231.693232
1543356073,2247262.498940
1543359660,2256714.727996
1543363448,2243451.196904
1543366848,2343040.849245
1543370495,2414101.292304
1543374103,2340410.363746
1543377694,2408682.420517
1543381310,2278283.447530
1543384855,2387271.671418
1543388511,2228593.611166
1543392092,2295332.393833
1543395685,2263894.032189
1543399273,2228785.878821
