1543239557,4.886667
1543240863,5.006667
1543244465,5.070000
1543248062,4.570000
1543251659,5.190000
1543255294,4.893333
1543258864,4.690000
1543262464,5.003334
1543265196,5.145000
1543265531,5.185000
1543266069,4.916667
1543269715,4.626667
1543273304,4.863333
1543276932,5.025000
1543280534,4.946667
1543284130,5.395000
1543287741,4.860000
1543291312,5.080000
1543294928,5.070000
1543298503,5.130000
1543302071,4.893333
1543305691,4.623333
1543309272,5.310000
1543312873,5.285000
1543316463,5.180000
1543320110,5.150000
1543323674,5.025000
1543327267,5.245000
1543330872,4.910000
1543334488,5.115000
1543338076,5.175000
1543341676,5.335000
1543345272,4.996666
1543348871,5.240000
1543352502,5.155000
1543356084,5.075000
1543359673,5.190000
1543363461,5.060000
1543366864,4.780000
1543370511,4.843333
1543374119,4.730000
1543377711,4.850000
1543381322,5.080000
1543384867,5.045000
1543388523,5.090000
1543392108,4.750000
1543395697,5.050000
1543399285,5.175000
