1543266918,2302
1543269739,2314
1543273350,2315
1543277050,2314
1543280552,2314
1543284193,2314
1543287723,2311
1543291375,2304
1543294996,2315
1543298547,2314
1543302162,2314
1543305750,2314
1543309345,2315
1543312941,2314
1543316528,2307
1543320159,2311
1543323751,2314
1543327333,2314
1543330958,2315
1543334539,2312
1543338160,2314
1543341762,2314
1543345354,2314
1543348939,2307
1543352558,2308
1543356170,2315
1543359754,2314
1543363505,2314
1543366951,2315
1543370578,2314
1543374196,2315
1543377755,2315
1543381415,2314
1543384946,2315
1543388591,2314
1543392118,2313
1543395778,2314
1543399342,2308
1543402944,2315
1543406523,2307
1543410151,2315
1543413754,2314
1543417345,2315
1543420944,2314
1543424553,2315
1543428147,2314
1543431754,2314
1543435357,2314
