1543266853,2396220.538928
1543269663,1676971.835703
1543273280,1859639.235466
1543276934,1823674.603812
1543280475,1855268.704789
1543284115,1829643.490359
1543287656,2428811.139169
1543291299,1825933.568498
1543294917,1791007.824953
1543298474,1905948.757469
1543302083,1914115.019247
1543305674,953706.230929
1543309275,1856604.449499
1543312877,1863085.211546
1543316457,2391779.338565
1543320085,2175055.739700
1543323679,1831202.952723
1543327264,2262086.659822
1543330879,1787894.311257
1543334487,2398422.987840
1543338084,1793679.942687
1543341689,1833718.631913
1543345276,1997861.249512
1543348862,2080214.865850
1543352490,2405333.111204
1543356091,1779977.389477
1543359677,1823364.906302
1543363439,2421965.250082
1543366875,1818945.122094
1543370507,1890104.863782
1543374111,1820901.462249
1543377675,1789473.002641
1543381322,1773702.659076
1543384870,1857570.878982
1543388511,1733915.598719
1543392054,2411740.095963
1543395703,1914101.341936
1543399266,1283259.734848
1543402874,2066404.835572
1543406463,2440080.791435
1543410081,1849315.578116
1543413683,1836077.176056
1543417271,1824423.097414
1543420871,1967322.011715
1543424478,1867408.213869
1543428075,2060794.425472
1543431678,1809018.100402
1543435282,1799351.870010
